,StatusExistingAcc,DurationMonth_x,CreditHistory,Purpose,CreditAmount_x,SavingsAccount,EmploymentLength,InstallmentRate,MarriedNSex,Debtors,ResidenceLength,Property,Age,InstallmentPlans,Housing,ExistingCredit,Job,NumPeopleLiable,Telephone,ForeignWorker,CreditEval,AgeBinary,DurationMonth_y,CreditAmount_y,score,age25,DurationMonth_C,CreditAmount_C,Age_C,rank
633,14,9,32,2,1980,61,72,2,92,102,2,123,19,143,151,2,173,1,191,201,2,young,0.073529412,0.904809068,0.430078477,1,1,1,1,734
238,14,12,34,3,1291,61,73,4,92,101,2,122,35,143,152,2,173,1,191,201,1,other,0.117647059,0.94272037,0.429835801,0,1,1,2,735
986,13,42,30,9,6289,61,72,2,91,101,1,122,33,143,152,2,173,1,191,201,1,other,0.558823529,0.667712116,0.429743066,0,2,3,1,736
254,12,9,32,2,2030,65,74,2,93,101,1,123,24,143,152,1,173,1,192,201,1,young,0.073529412,0.902057885,0.429566629,1,1,2,1,737
805,11,36,32,0,9271,61,74,2,93,101,1,123,24,143,152,1,173,1,192,201,2,young,0.470588235,0.503631562,0.42931221,1,2,3,1,738
494,11,12,34,0,2122,61,73,3,93,101,2,121,39,143,151,2,172,2,191,202,1,other,0.117647059,0.896995708,0.429080825,0,1,2,2,739
332,12,60,32,0,7408,62,72,4,92,101,2,122,24,143,152,1,174,1,191,201,2,young,0.823529412,0.60614064,0.428775824,1,3,3,1,740
576,12,12,32,3,2930,61,74,2,92,101,1,121,27,143,152,1,173,1,191,201,1,other,0.117647059,0.852536591,0.428561299,0,1,2,1,741
824,14,18,34,2,3780,61,72,3,91,101,2,123,35,143,152,2,174,1,192,201,1,other,0.205882353,0.80576648,0.428523814,0,1,2,2,742
113,14,36,34,0,7855,61,73,4,92,101,2,121,25,142,152,2,173,1,192,201,2,young,0.470588235,0.581545064,0.42830387,0,2,3,1,743
529,11,6,32,0,662,61,72,3,93,101,4,121,41,143,152,1,172,2,192,201,1,other,0.029411765,0.977330252,0.427610918,0,1,1,2,744
182,11,21,31,0,1647,65,73,4,93,101,2,122,40,143,152,2,172,2,191,201,2,other,0.25,0.923131947,0.427559432,0,1,1,2,745
12,12,12,32,3,1567,61,73,1,92,101,1,123,22,143,152,1,173,1,192,201,1,young,0.117647059,0.92753384,0.4270104,1,1,1,1,746
751,11,18,32,0,976,61,72,1,92,101,2,123,23,143,152,1,172,1,191,201,2,young,0.205882353,0.960052823,0.426220498,1,1,1,1,747
95,12,54,30,9,15945,61,72,3,93,101,4,124,58,143,151,1,173,1,192,201,2,other,0.735294118,0.136403654,0.425742221,0,3,3,3,748
909,12,9,32,0,3195,65,73,1,92,101,2,121,33,143,152,1,172,1,191,201,1,other,0.073529412,0.837955321,0.425392508,0,1,2,1,749
256,14,24,34,3,2684,61,73,4,93,101,2,121,35,143,152,2,172,1,191,201,1,other,0.294117647,0.866072411,0.425151639,0,1,2,2,750
310,12,48,32,10,5381,65,71,3,93,101,4,124,40,141,153,1,171,1,192,201,1,other,0.647058824,0.7176736,0.424446342,0,2,3,2,751
396,11,12,32,2,2578,61,71,3,92,101,4,124,55,143,153,1,174,1,191,201,1,other,0.117647059,0.871904919,0.424412771,0,1,2,3,752
30,12,18,32,9,1913,64,72,3,94,101,3,121,36,141,152,1,173,1,192,201,1,other,0.205882353,0.908495653,0.424380404,0,1,1,2,753
252,12,30,32,0,2150,61,73,4,92,103,2,124,24,141,152,1,173,1,191,201,2,young,0.382352941,0.895455046,0.42377823,1,2,2,1,754
588,11,18,32,4,1217,61,73,4,94,101,3,121,47,143,152,1,172,1,192,201,2,other,0.205882353,0.946792121,0.42375339,0,1,1,2,755
477,13,24,32,3,5152,61,74,4,93,101,2,123,25,141,152,1,173,1,191,201,1,young,0.294117647,0.730274018,0.423142635,0,1,3,1,756
915,12,48,30,10,18424,61,73,1,92,101,2,122,32,141,152,1,174,1,192,202,2,other,0.647058824,0.0,0.422708618,0,2,3,1,757
96,14,12,34,6,2012,65,74,4,92,101,2,123,61,143,152,1,173,1,191,201,1,other,0.117647059,0.903048311,0.422454952,0,1,2,3,758
471,11,6,32,6,448,61,72,4,92,101,4,122,23,143,152,1,173,1,191,201,2,young,0.029411765,0.989105315,0.422049689,1,1,1,1,759
125,11,12,34,0,2121,61,73,4,93,101,2,122,30,143,152,2,173,1,191,201,1,other,0.117647059,0.897050732,0.421339124,0,1,2,1,760
782,12,12,30,8,1410,61,73,2,93,101,2,121,31,143,152,1,172,1,192,201,1,other,0.117647059,0.936172554,0.420865664,0,1,1,1,761
717,14,18,32,3,1505,61,73,4,93,101,2,124,32,143,153,1,174,1,192,201,1,other,0.205882353,0.930945306,0.420805146,0,1,1,1,762
626,13,6,32,2,2116,61,73,2,93,101,2,121,41,143,152,1,173,1,192,201,1,other,0.029411765,0.89732585,0.420478316,0,1,2,2,763
300,14,6,32,0,672,61,71,1,92,101,4,121,54,143,152,1,171,1,192,201,1,other,0.029411765,0.976780015,0.41975661,0,1,1,3,764
228,14,9,32,3,1478,61,74,4,93,101,2,123,22,143,152,1,173,1,191,201,2,young,0.073529412,0.932430945,0.419713555,1,1,1,1,765
834,13,15,32,3,2327,61,72,2,92,101,3,121,25,143,152,1,172,1,191,201,2,young,0.161764706,0.885715858,0.419686306,0,1,2,1,766
570,11,24,32,2,3234,61,72,4,92,101,4,121,23,143,151,1,172,1,192,201,2,young,0.294117647,0.835809398,0.419521311,1,1,2,1,767
230,13,36,32,3,4210,61,73,4,93,101,2,123,26,143,152,1,173,1,191,201,2,other,0.470588235,0.782106306,0.419105961,0,2,3,1,768
447,12,7,32,3,2576,61,73,2,93,103,2,121,35,143,152,1,173,1,191,201,1,other,0.044117647,0.872014966,0.418505292,0,1,2,2,769
403,14,14,33,0,802,61,73,4,93,101,2,123,27,143,152,2,172,1,191,201,1,other,0.147058824,0.96962694,0.417057816,0,1,1,1,770
18,12,24,32,1,12579,61,75,4,92,101,2,124,44,143,153,1,174,1,192,201,2,other,0.294117647,0.321613294,0.416880175,0,1,3,2,771
974,14,30,34,3,2831,61,73,4,92,101,2,123,33,143,152,1,173,1,192,201,1,other,0.382352941,0.857983933,0.41680686,0,2,2,1,772
245,14,24,32,9,1258,61,74,4,93,101,1,121,25,143,152,1,173,1,192,201,1,young,0.294117647,0.944536151,0.41649373,0,1,1,1,773
860,14,24,34,1,5804,64,73,4,93,101,2,121,27,143,152,2,173,1,191,201,1,other,0.294117647,0.694398591,0.416468137,0,1,3,1,774
157,11,12,31,8,339,61,75,4,94,101,1,123,45,141,152,1,172,1,191,201,1,other,0.117647059,0.995102894,0.416325573,0,1,1,2,775
139,13,12,32,3,1881,61,73,2,92,101,2,123,44,143,151,1,172,1,192,201,1,other,0.117647059,0.91025641,0.416044056,0,1,1,2,776
636,14,24,32,3,1376,63,74,4,92,101,1,123,28,143,152,1,173,1,191,201,1,other,0.294117647,0.938043359,0.415285769,0,1,1,1,777
414,11,24,32,0,1381,65,73,4,92,101,2,122,35,143,152,1,173,1,191,201,2,other,0.294117647,0.93776824,0.415234584,0,1,1,2,778
80,14,24,32,3,5943,65,72,1,92,101,1,123,44,143,152,2,173,1,192,201,2,other,0.294117647,0.686750303,0.4150452,0,1,3,2,779
35,12,45,34,3,4746,61,72,4,93,101,2,122,25,143,152,2,172,1,191,201,2,young,0.602941176,0.752613624,0.41498694,0,2,3,1,780
508,14,24,32,3,1413,61,73,4,94,101,2,122,28,143,152,1,173,1,191,201,1,other,0.294117647,0.936007483,0.414907001,0,1,1,1,781
52,14,12,32,3,1262,61,73,3,93,101,2,123,25,143,152,1,173,1,191,201,1,young,0.117647059,0.944316056,0.414628797,0,1,1,1,782
855,14,24,32,0,1474,62,72,4,94,101,3,121,33,143,152,1,173,1,192,201,1,other,0.294117647,0.93265104,0.414282546,0,1,1,1,783
267,14,24,32,3,1533,61,72,4,92,101,3,123,38,142,152,1,173,1,192,201,1,other,0.294117647,0.929404644,0.413678566,0,1,1,2,784
707,12,12,30,2,2969,61,72,4,92,101,3,122,25,143,151,2,173,1,191,201,2,young,0.117647059,0.850390668,0.412658182,0,1,2,1,785
216,11,18,30,9,3104,61,74,3,93,101,1,122,31,141,152,1,173,1,192,201,1,other,0.205882353,0.842962474,0.412188185,0,1,2,1,786
137,12,12,32,3,766,63,73,4,93,101,3,121,66,143,152,1,172,1,191,201,2,other,0.117647059,0.971607791,0.411954391,0,1,1,3,787
642,14,15,32,6,4623,62,73,3,93,101,2,122,40,143,152,1,174,1,192,201,2,other,0.161764706,0.759381534,0.411686122,0,1,3,2,788
680,14,6,32,6,1538,61,72,1,92,101,2,124,56,143,152,1,173,1,191,201,1,other,0.029411765,0.929129526,0.410891403,0,1,1,3,789
180,14,36,33,9,9572,61,72,1,91,101,1,123,28,143,152,2,173,1,191,201,2,other,0.470588235,0.48706944,0.410727009,0,2,3,1,790
730,12,24,33,3,6403,61,72,1,93,101,2,123,33,143,152,1,173,1,191,201,1,other,0.294117647,0.661439419,0.410336198,0,1,3,1,791
666,12,30,31,2,3496,64,73,4,93,101,2,123,34,142,152,1,173,2,192,201,1,other,0.382352941,0.821393199,0.409999282,0,2,2,1,792
321,11,24,32,3,1938,61,72,4,91,101,3,122,32,143,152,1,173,1,191,201,2,other,0.294117647,0.907120062,0.409532597,0,1,1,1,793
63,12,48,30,9,14421,61,73,2,93,101,2,123,25,143,152,1,173,1,192,201,2,young,0.647058824,0.220259712,0.409423603,0,2,3,1,794
405,12,24,32,3,2039,61,72,1,94,101,1,122,22,143,152,1,173,1,192,201,2,young,0.294117647,0.901562672,0.408498664,1,1,2,1,795
201,11,12,32,0,1168,61,73,4,94,101,3,121,27,143,152,1,172,1,191,201,1,other,0.117647059,0.94948828,0.407839133,0,1,1,1,796
387,12,18,34,2,7374,61,71,4,93,101,4,122,40,142,152,2,174,1,192,201,1,other,0.205882353,0.608011445,0.407236055,0,1,3,2,797
950,12,18,34,9,3590,61,71,3,94,101,3,123,40,143,152,3,171,2,192,201,1,other,0.205882353,0.816220975,0.407213022,0,1,2,2,798
864,14,10,32,2,2210,61,73,2,93,101,2,121,25,141,151,1,172,1,191,201,2,young,0.088235294,0.892153626,0.40720414,0,1,2,1,799
958,11,28,32,0,4006,61,73,3,93,101,2,123,45,143,152,1,172,1,191,201,2,other,0.352941176,0.793331132,0.407058414,0,2,3,2,800
808,12,42,31,1,9283,61,71,1,93,101,2,124,55,141,153,1,174,1,192,201,1,other,0.558823529,0.502971278,0.406845546,0,2,3,3,801
932,14,9,34,0,1224,61,73,3,93,101,1,121,30,143,152,2,173,1,191,201,1,other,0.073529412,0.946406955,0.406809867,0,1,1,1,802
981,14,48,32,9,4844,61,71,3,93,101,2,123,33,141,151,1,174,1,192,201,2,other,0.647058824,0.747221305,0.406687776,0,2,3,1,803
929,11,12,33,0,1344,61,73,4,93,101,2,121,43,143,152,2,172,2,191,201,1,other,0.117647059,0.939804116,0.406037428,0,1,1,2,804
232,14,12,32,3,2141,62,74,3,93,101,1,124,35,143,152,1,173,1,191,201,1,other,0.117647059,0.895950259,0.405630509,0,1,2,2,805
709,12,9,32,3,2118,61,73,2,93,101,2,121,37,143,152,1,172,2,191,201,1,other,0.073529412,0.897215803,0.405409962,0,1,2,2,806
472,11,9,32,0,654,61,73,4,93,101,3,123,28,143,152,1,172,1,191,201,2,other,0.073529412,0.977770441,0.404892996,0,1,1,1,807
723,12,9,32,3,790,63,73,4,92,101,3,121,66,143,152,1,172,1,191,201,1,other,0.073529412,0.970287224,0.403500769,0,1,1,3,808
402,14,24,33,9,8648,61,72,2,93,101,2,123,27,141,152,2,173,1,192,201,2,other,0.294117647,0.537911302,0.402858099,0,1,3,1,809
394,14,9,34,2,2406,61,71,2,93,101,3,123,31,143,152,1,174,1,191,201,1,other,0.073529412,0.881368989,0.402461718,0,1,2,1,810
419,12,18,32,0,1042,65,73,4,92,101,2,122,33,143,152,1,173,1,191,201,2,other,0.205882353,0.956421261,0.402289044,0,1,1,1,811
174,11,21,33,6,3414,61,72,2,93,101,1,122,26,143,152,2,173,1,191,201,2,other,0.25,0.825905139,0.401718786,0,1,2,1,812
883,14,18,34,3,1098,61,71,4,92,101,4,123,65,143,152,2,171,1,191,201,1,other,0.205882353,0.953339936,0.401715775,0,1,1,3,813
102,14,6,33,3,932,61,73,3,92,101,2,121,24,143,152,1,173,1,191,201,1,young,0.029411765,0.962473864,0.401591125,1,1,1,1,814
163,12,10,32,0,7308,61,71,2,93,101,4,124,70,141,153,1,174,1,192,201,1,other,0.088235294,0.611643006,0.401527746,0,1,3,3,815
732,12,8,32,3,760,61,74,4,92,103,2,121,44,143,152,1,172,1,191,201,1,other,0.058823529,0.971937933,0.4010719,0,1,1,2,816
208,11,24,32,9,6568,61,73,2,94,101,2,123,21,142,152,1,172,1,191,201,1,young,0.294117647,0.652360515,0.400895162,1,1,3,1,817
831,11,18,32,0,1216,61,72,4,92,101,3,123,23,143,151,1,173,1,192,201,2,young,0.205882353,0.946847144,0.400507813,1,1,1,1,818
474,12,18,34,3,1245,61,73,4,94,101,2,123,33,143,152,1,173,1,191,201,2,other,0.205882353,0.945251458,0.400210942,0,1,1,1,819
962,14,15,32,0,3556,65,73,3,93,101,2,124,29,143,152,1,173,1,191,201,1,other,0.161764706,0.818091779,0.399353145,0,1,2,1,820
874,11,12,32,2,3590,61,73,2,93,102,2,122,29,143,152,1,172,2,191,201,1,other,0.117647059,0.816220975,0.398549092,0,1,2,1,821
993,11,36,32,2,3959,61,71,4,93,101,3,122,30,143,152,1,174,1,192,201,1,other,0.470588235,0.795917244,0.398419624,0,2,2,1,822
720,13,9,30,3,1337,61,72,4,93,101,2,123,34,143,152,2,174,1,192,201,2,other,0.073529412,0.940189281,0.397901152,0,1,1,1,823
534,14,24,32,3,3105,65,72,4,93,101,2,123,25,143,152,2,173,1,191,201,1,young,0.294117647,0.84290745,0.397586065,0,1,2,1,824
192,12,27,32,9,3915,61,73,4,93,101,2,123,36,143,152,1,173,2,192,201,2,other,0.338235294,0.798338285,0.397502061,0,2,2,2,825
434,11,9,32,2,2136,61,73,3,93,101,2,121,25,143,152,1,173,1,191,201,1,young,0.073529412,0.896225377,0.397473759,0,1,2,1,826
762,11,12,32,3,2214,61,73,4,93,101,3,122,24,143,152,1,172,1,191,201,1,young,0.117647059,0.891933531,0.397131273,1,1,2,1,827
914,11,24,31,9,3161,61,73,4,93,101,2,122,31,143,151,1,173,1,192,201,2,other,0.294117647,0.839826125,0.397012795,0,1,2,1,828
435,12,12,32,3,1484,65,73,2,94,101,1,121,25,143,152,1,173,1,192,201,2,young,0.117647059,0.932100803,0.396852315,0,1,1,1,829
108,11,24,32,2,7721,65,72,1,92,101,2,122,30,143,152,1,173,1,192,202,1,other,0.294117647,0.588918235,0.396843885,0,1,3,1,830
887,12,48,32,9,15672,61,73,2,93,101,2,123,23,143,152,1,173,1,192,201,2,young,0.647058824,0.151425113,0.396617166,1,2,3,1,831
858,11,15,32,0,3959,61,73,3,92,101,2,122,29,143,152,1,173,1,192,201,2,other,0.161764706,0.795917244,0.39522765,0,1,2,1,832
614,14,18,33,2,1808,61,74,4,92,101,1,121,22,143,152,1,173,1,191,201,2,young,0.205882353,0.914273137,0.394447533,1,1,1,1,833
53,14,18,32,1,3378,65,73,2,93,101,1,122,31,143,152,1,173,1,192,201,1,other,0.205882353,0.827885991,0.393879382,0,1,2,1,834
272,12,48,31,0,12169,65,71,4,93,102,4,124,36,143,153,1,174,1,192,201,1,other,0.647058824,0.344172994,0.393717548,0,2,3,2,835
124,12,18,32,2,1924,65,72,4,92,101,3,121,27,143,151,1,173,1,191,201,2,other,0.205882353,0.907890393,0.393260046,0,1,1,1,836
15,11,24,32,3,1282,62,73,4,92,101,2,123,32,143,152,1,172,1,191,201,2,other,0.294117647,0.943215583,0.392992229,0,1,1,1,837
337,11,15,32,4,1275,65,73,4,92,101,2,123,24,143,151,1,173,1,191,201,2,young,0.161764706,0.943600748,0.391695898,1,1,1,1,838
37,13,18,32,3,2100,61,73,4,93,102,2,121,37,142,152,1,173,1,191,201,2,other,0.205882353,0.898206229,0.391458341,0,1,2,2,839
485,12,6,33,0,1209,61,71,4,93,101,4,122,47,143,152,1,174,1,192,201,2,other,0.029411765,0.94723231,0.391003549,0,1,1,2,840
861,14,18,33,9,2169,61,73,4,94,101,2,123,28,143,152,1,173,1,192,201,2,other,0.205882353,0.894409596,0.390751991,0,1,2,1,841
473,14,6,32,8,1238,65,71,4,93,101,4,122,36,143,152,1,174,2,192,201,1,other,0.029411765,0.945636624,0.390706677,0,1,1,2,842
399,14,24,34,3,1516,64,73,4,92,101,1,121,43,143,152,2,172,1,191,201,1,other,0.294117647,0.930340046,0.39059678,0,1,1,2,843
903,14,15,32,3,1386,65,73,4,94,101,2,121,40,143,151,1,173,1,192,201,1,other,0.161764706,0.937493122,0.390559596,0,1,1,2,844
947,14,12,32,0,2859,65,71,4,93,101,4,124,38,143,152,1,174,1,192,201,1,other,0.117647059,0.856443271,0.390528433,0,1,2,2,845
127,12,12,32,5,639,61,73,4,93,101,2,123,30,143,152,1,173,1,191,201,2,other,0.117647059,0.978595796,0.389998671,0,1,1,1,846
66,14,12,32,3,2171,61,72,2,92,101,2,123,29,141,152,1,173,1,191,201,1,other,0.117647059,0.894299549,0.389819524,0,1,2,1,847
188,11,12,32,3,674,62,74,4,94,101,1,122,20,143,152,1,173,1,191,201,2,young,0.117647059,0.976669968,0.389640377,1,1,1,1,848
60,12,9,32,9,1391,61,73,2,94,101,1,121,27,141,152,1,173,1,192,201,1,other,0.073529412,0.937218004,0.389596418,0,1,1,1,849
925,11,12,31,0,697,61,72,4,93,101,2,123,46,141,152,2,173,1,192,201,2,other,0.117647059,0.975404424,0.389404927,0,1,1,2,850
970,12,15,32,5,1514,62,73,4,93,103,2,121,22,143,152,1,173,1,191,201,1,young,0.161764706,0.930450094,0.389249265,1,1,1,1,851
28,12,7,32,3,2415,61,73,3,93,103,2,121,34,143,152,1,173,1,191,201,1,other,0.044117647,0.880873776,0.389145691,0,1,2,1,852
358,14,12,32,3,776,61,73,4,94,101,2,121,28,143,152,1,173,1,191,201,1,other,0.117647059,0.971057555,0.388596207,0,1,1,1,853
936,13,9,32,3,745,61,73,3,92,101,2,121,28,143,152,1,172,1,191,201,2,other,0.073529412,0.972763288,0.388457557,0,1,1,1,854
224,14,15,32,1,4657,61,73,3,93,101,2,123,30,143,152,1,173,1,192,201,1,other,0.161764706,0.75751073,0.388082252,0,1,3,1,855
921,14,48,33,3,12749,63,74,4,93,101,1,123,37,143,152,1,174,1,192,201,1,other,0.647058824,0.312259271,0.387780111,0,2,3,2,856
836,14,12,32,3,886,65,73,4,92,101,2,123,21,143,152,1,173,1,191,201,1,young,0.117647059,0.965004952,0.387470142,1,1,1,1,857
661,11,12,32,0,900,65,73,4,94,101,2,123,23,143,152,1,173,1,191,201,2,young,0.117647059,0.964234621,0.387326824,1,1,1,1,858
122,14,12,32,2,1768,61,73,3,93,101,2,121,24,143,151,1,172,1,191,201,1,young,0.117647059,0.916474084,0.386193081,1,1,1,1,859
323,11,18,32,2,2659,64,73,4,93,101,2,123,28,143,152,1,173,1,191,201,1,other,0.205882353,0.867448003,0.38573588,0,1,2,1,860
176,11,12,32,2,2577,61,73,2,91,101,1,123,42,143,152,1,173,1,191,201,1,other,0.117647059,0.871959943,0.385663318,0,1,2,2,861
691,12,15,32,5,2631,62,73,3,92,101,2,121,25,143,152,1,172,1,191,201,1,young,0.161764706,0.868988665,0.385566519,0,1,2,1,862
244,14,12,31,8,3447,63,73,4,92,101,3,121,35,143,152,1,172,2,191,201,1,other,0.117647059,0.824089358,0.384509101,0,1,2,2,863
488,14,10,32,0,1418,62,73,3,93,101,2,121,35,143,151,1,172,1,191,202,1,other,0.088235294,0.935732365,0.384304061,0,1,1,2,864
480,12,12,34,3,3573,61,73,1,92,101,1,121,23,143,152,1,172,1,191,201,1,young,0.117647059,0.817156377,0.383219244,1,1,2,1,865
941,14,10,32,0,1546,61,73,3,93,101,2,121,31,143,152,1,172,2,191,202,1,other,0.088235294,0.928689336,0.38299373,0,1,1,1,866
314,13,4,32,0,1494,65,72,1,93,101,2,121,29,143,152,1,172,2,191,202,1,other,0.0,0.931550567,0.382614059,0,1,1,1,867
413,14,10,32,0,1597,63,73,3,93,101,2,124,40,143,151,1,172,2,191,202,1,other,0.088235294,0.92588313,0.382471645,0,1,1,2,868
937,12,6,32,3,2063,61,72,4,94,101,3,123,30,143,151,1,174,1,192,201,1,other,0.029411765,0.900242104,0.382261185,0,1,2,1,869
470,12,24,32,3,3092,62,72,3,94,101,2,123,22,143,151,1,173,1,192,201,2,young,0.294117647,0.843622758,0.382215269,1,1,2,1,870
806,12,6,32,3,590,61,72,3,94,101,3,121,26,143,152,1,172,1,191,202,1,other,0.029411765,0.981291956,0.381836351,0,1,1,1,871
965,12,30,32,3,1715,65,73,4,92,101,1,123,26,143,152,1,173,1,191,201,1,other,0.382352941,0.919390338,0.38171968,0,2,1,1,872
878,11,9,32,0,1422,61,72,3,93,101,2,124,27,143,153,1,174,1,192,201,2,other,0.073529412,0.93551227,0.381527135,0,1,1,1,873
638,14,12,32,3,1493,61,72,4,92,101,3,123,34,143,152,1,173,2,191,201,1,other,0.117647059,0.93160559,0.381256307,0,1,1,1,874
540,12,12,32,3,1534,61,72,1,94,101,1,121,23,143,151,1,173,1,191,201,2,young,0.117647059,0.92934962,0.380836591,1,1,1,1,875
233,12,18,32,3,866,61,73,4,94,103,2,121,25,143,152,1,172,1,191,201,1,young,0.205882353,0.966105425,0.380834935,0,1,1,1,876
281,14,12,32,2,1574,61,73,4,93,101,2,121,50,143,152,1,173,1,191,201,1,other,0.117647059,0.927148674,0.380427113,0,1,1,3,877
353,11,12,30,3,6199,61,73,4,93,101,2,122,28,143,151,2,173,1,192,201,2,other,0.117647059,0.672664246,0.379592801,0,1,3,1,878
320,12,30,34,0,4249,61,71,4,94,101,2,123,28,143,152,2,174,1,191,201,2,other,0.382352941,0.779960383,0.379035037,0,2,3,1,879
777,11,18,32,3,3509,61,74,4,92,103,1,121,25,143,152,1,173,1,191,201,1,young,0.205882353,0.820677891,0.377034464,0,1,2,1,880
301,12,36,30,3,3804,61,73,4,92,101,1,123,42,143,152,1,173,1,192,201,2,other,0.470588235,0.804445912,0.376750539,0,2,2,2,881
543,13,18,32,2,2864,61,73,2,93,101,1,121,34,143,152,1,172,2,191,201,2,other,0.205882353,0.856168152,0.375885365,0,1,2,1,882
421,12,12,32,1,2028,65,73,4,93,101,2,123,30,143,152,1,173,1,191,201,1,other,0.117647059,0.902167932,0.375779533,0,1,2,1,883
79,12,30,32,2,3832,61,72,2,94,101,1,122,22,143,152,1,173,1,191,201,1,young,0.382352941,0.802905249,0.375551911,1,2,2,1,884
49,14,12,32,3,2073,62,73,4,92,102,2,121,28,143,152,1,173,1,191,201,1,other,0.117647059,0.899691868,0.37531887,0,1,2,1,885
582,14,9,32,2,1388,61,73,4,92,101,2,121,26,143,151,1,173,1,191,201,1,other,0.073529412,0.937383075,0.374123253,0,1,1,1,886
450,14,36,34,1,11054,65,73,4,93,101,2,123,30,143,152,1,174,1,192,201,1,other,0.470588235,0.405524375,0.372300021,0,2,3,1,887
173,12,8,32,3,1414,61,73,4,93,103,2,121,33,143,152,1,173,1,191,202,1,other,0.058823529,0.93595246,0.371121114,0,1,1,1,888
857,14,15,34,2,3343,61,73,4,93,101,2,124,28,143,153,1,173,1,192,201,1,other,0.161764706,0.829811819,0.370525865,0,1,2,1,889
847,14,24,32,0,1249,61,72,4,94,101,2,121,28,143,152,1,173,1,191,201,1,other,0.294117647,0.945031363,0.370074235,0,1,1,1,890
785,12,18,32,9,1941,64,73,4,93,101,2,122,35,143,152,1,172,1,192,201,1,other,0.205882353,0.906954991,0.369830203,0,1,1,2,891
172,12,24,33,2,2064,61,71,3,92,101,2,122,34,143,152,1,174,1,192,201,2,other,0.294117647,0.90018708,0.36948305,0,1,2,1,892
545,11,24,33,0,1333,61,71,4,93,101,2,121,43,143,153,2,173,2,191,201,2,other,0.294117647,0.940409376,0.36921433,0,1,1,2,893
41,12,12,32,3,1158,63,73,3,91,101,1,123,26,143,152,1,173,1,192,201,1,other,0.117647059,0.950038517,0.369181812,0,1,1,1,894
9,12,30,34,0,5234,61,71,4,94,101,2,123,28,143,152,2,174,1,191,201,2,other,0.382352941,0.725762078,0.368951631,0,2,3,1,895
692,12,24,32,3,2896,62,72,2,93,101,1,123,29,143,152,1,173,1,191,201,1,other,0.294117647,0.854407395,0.368717837,0,1,2,1,896
863,14,27,34,2,4526,64,72,4,93,101,2,121,32,142,152,2,172,2,192,201,1,other,0.338235294,0.764718829,0.367991465,0,2,3,1,897
619,14,12,32,0,640,61,73,4,91,101,2,121,49,143,152,1,172,1,191,201,1,other,0.117647059,0.978540773,0.36673262,0,1,1,2,898
345,14,15,34,3,1459,61,73,4,92,101,2,123,43,143,152,1,172,1,191,201,1,other,0.161764706,0.933476395,0.366556484,0,1,1,2,899
535,13,21,34,6,2319,61,72,2,91,101,1,123,33,143,151,1,173,1,191,201,2,other,0.25,0.886156047,0.366416629,0,1,2,1,900
126,11,12,32,3,701,61,73,4,94,101,2,121,40,143,152,1,172,1,191,201,1,other,0.117647059,0.975184329,0.366108165,0,1,1,2,901
307,11,12,32,3,727,62,72,4,94,101,3,124,33,143,152,1,172,1,192,201,2,other,0.117647059,0.973753714,0.365842004,0,1,1,1,902
305,14,6,32,2,1543,64,73,4,91,101,2,121,33,143,152,1,173,1,191,201,1,other,0.029411765,0.928854407,0.36432859,0,1,1,1,903
810,12,8,32,9,907,61,72,3,94,101,2,121,26,143,152,1,173,1,192,201,1,other,0.058823529,0.963849455,0.360807377,0,1,1,1,904
722,11,12,32,0,1228,61,73,4,92,101,2,121,24,143,152,1,172,1,191,201,2,young,0.117647059,0.94618686,0.360713287,1,1,1,1,905
735,12,36,31,4,3990,65,72,3,92,101,2,124,29,141,152,1,171,1,191,201,1,other,0.470588235,0.794211511,0.359342588,0,2,2,1,906
451,14,6,32,3,518,61,73,3,92,101,1,121,29,143,152,1,173,1,191,201,1,other,0.029411765,0.985253659,0.359317598,0,1,1,1,907
285,11,47,32,0,10722,61,72,1,92,101,1,121,35,143,152,1,172,1,192,201,1,other,0.632352941,0.423792231,0.359282823,0,2,3,2,908
600,12,7,32,3,2329,61,72,1,92,103,1,121,45,143,152,1,173,1,191,201,1,other,0.044117647,0.88560581,0.359018318,0,1,2,2,909
918,11,24,32,2,2359,62,71,1,91,101,1,122,33,143,152,1,173,1,191,201,2,other,0.294117647,0.883955101,0.358711209,0,1,2,1,910
539,13,18,32,2,3049,61,72,1,92,101,1,122,45,142,152,1,172,1,191,201,1,other,0.205882353,0.845988775,0.358487652,0,1,2,2,911
507,12,15,31,0,6850,62,71,1,93,101,2,122,34,143,152,1,174,2,192,201,2,other,0.161764706,0.636843843,0.35788066,0,1,3,1,912
152,13,36,32,3,5848,61,73,4,93,101,1,123,24,143,152,1,173,1,191,201,1,young,0.470588235,0.69197755,0.355826193,1,2,3,1,913
161,14,18,34,0,1055,61,72,4,92,101,1,122,30,143,152,2,173,1,191,201,1,other,0.205882353,0.955705954,0.355644336,0,1,1,1,914
809,12,15,30,0,1778,61,72,2,92,101,1,121,26,143,151,2,171,1,191,201,2,other,0.161764706,0.915923847,0.355538956,0,1,1,1,915
386,14,18,32,3,1126,65,72,4,92,101,2,121,21,143,151,1,173,1,192,201,1,young,0.205882353,0.951799274,0.354917512,1,1,1,1,916
128,12,12,34,1,1860,61,71,4,93,101,2,123,34,143,152,2,174,1,192,201,1,other,0.117647059,0.911411907,0.354243529,0,1,1,1,917
