StatusExistingAcc,DurationMonth_x,CreditHistory,Purpose,CreditAmount_x,SavingsAccount,EmploymentLength,InstallmentRate,MarriedNSex,Debtors,ResidenceLength,Property,Age,InstallmentPlans,Housing,ExistingCredit,Job,NumPeopleLiable,Telephone,ForeignWorker,CreditEval,AgeBinary,DurationMonth_y,CreditAmount_y,score,age25
11,12,32,43,709,61,75,4,93,101,4,121,57,142,152,1,172,1,191,201,2,other,0.117647059,0.97474414,0.552072781,0
11,20,34,40,2235,61,73,4,94,103,2,122,33,141,151,2,173,1,191,202,2,other,0.235294118,0.890778035,0.442059935,0
14,24,34,41,4042,65,74,3,93,101,4,122,43,143,152,2,173,1,192,201,1,other,0.294117647,0.791350281,0.605048297,0
14,15,34,43,1471,61,73,4,93,101,4,124,35,143,153,2,173,1,192,201,1,other,0.161764706,0.932816111,0.529224338,0
11,18,31,40,1442,61,74,4,93,101,4,124,32,143,153,2,172,2,191,201,2,other,0.205882353,0.934411797,0.560984958,0
14,36,33,40,10875,61,75,2,93,101,2,123,45,143,152,2,173,2,192,201,1,other,0.470588235,0.415373611,0.55242701,0
14,24,32,40,1474,62,72,4,94,101,3,121,33,143,152,1,173,1,192,201,1,other,0.294117647,0.93265104,0.414282546,0
14,10,32,48,894,65,74,4,92,101,3,122,40,143,152,1,173,1,192,201,1,other,0.088235294,0.964564763,0.474939545,0
14,15,34,42,3343,61,73,4,93,101,2,124,28,143,153,1,173,1,192,201,1,other,0.161764706,0.829811819,0.370525865,0
11,15,32,40,3959,61,73,3,92,101,2,122,29,143,152,1,173,1,192,201,2,other,0.161764706,0.795917244,0.39522765,0
14,9,32,40,3577,62,73,1,93,103,2,121,26,143,151,1,173,2,191,202,1,other,0.073529412,0.816936283,0.444737804,0
14,24,34,41,5804,64,73,4,93,101,2,121,27,143,152,2,173,1,191,201,1,other,0.294117647,0.694398591,0.416468137,0
14,18,33,49,2169,61,73,4,94,101,2,123,28,143,152,1,173,1,192,201,2,other,0.205882353,0.894409596,0.390751991,0
11,24,32,43,2439,61,72,4,92,101,4,121,35,143,152,1,173,1,192,201,2,other,0.294117647,0.879553208,0.450915508,0
14,27,34,42,4526,64,72,4,93,101,2,121,32,142,152,2,172,2,192,201,1,other,0.338235294,0.764718829,0.367991465,0
14,10,32,42,2210,61,73,2,93,101,2,121,25,141,151,1,172,1,191,201,2,young,0.088235294,0.892153626,0.40720414,0
14,15,32,42,2221,63,73,2,92,101,4,123,20,143,151,1,173,1,191,201,1,young,0.161764706,0.891548366,0.537050494,1
11,18,32,43,2389,61,72,4,92,101,1,123,27,142,152,1,173,1,191,201,1,other,0.205882353,0.882304391,0.295476604,0
14,12,34,42,3331,61,75,2,93,101,4,122,42,142,152,1,173,1,191,201,1,other,0.117647059,0.830472103,0.61050279,0
14,36,32,49,7409,65,75,3,93,101,2,122,37,143,152,2,173,1,191,201,1,other,0.470588235,0.606085617,0.556900562,0
11,12,32,42,652,61,75,4,92,101,4,122,24,143,151,1,173,1,191,201,1,young,0.117647059,0.977880489,0.575912102,1
14,36,33,42,7678,63,74,2,92,101,4,123,40,143,152,2,173,1,192,201,1,other,0.470588235,0.591284252,0.631666199,0
13,6,34,40,1343,61,75,1,93,101,4,121,46,143,152,2,173,2,191,202,1,other,0.029411765,0.939859139,0.691957378,0
11,24,34,49,1382,62,74,4,93,101,1,121,26,143,152,2,173,1,192,201,1,other,0.294117647,0.937713217,0.461735975,0
14,15,32,44,874,65,72,4,92,101,1,121,24,143,152,1,173,1,191,201,1,young,0.161764706,0.965665236,0.302777664,1
11,12,32,42,3590,61,73,2,93,102,2,122,29,143,152,1,172,2,191,201,1,other,0.117647059,0.816220975,0.398549092,0
12,11,34,40,1322,64,73,4,92,101,4,123,40,143,152,2,173,1,191,201,1,other,0.102941176,0.941014636,0.519805733,0
11,18,31,43,1940,61,72,3,93,102,4,124,36,141,153,1,174,1,192,201,1,other,0.205882353,0.907010014,0.493871448,0
14,36,32,43,3595,61,75,4,93,101,2,123,28,143,152,1,173,1,191,201,1,other,0.470588235,0.815945857,0.518424947,0
11,9,32,40,1422,61,72,3,93,101,2,124,27,143,153,1,174,1,192,201,2,other,0.073529412,0.93551227,0.381527135,0
14,30,34,43,6742,65,74,2,93,101,3,122,36,143,152,2,173,1,191,201,1,other,0.382352941,0.642786398,0.578320497,0
14,24,32,41,7814,61,74,3,93,101,3,123,38,143,152,1,174,1,192,201,1,other,0.294117647,0.583801034,0.496667042,0
14,24,32,41,9277,65,73,2,91,101,4,124,48,143,153,1,173,1,192,201,1,other,0.294117647,0.50330142,0.489442307,0
12,30,34,40,2181,65,75,4,93,101,4,121,36,143,152,2,173,1,191,201,1,other,0.382352941,0.893749312,0.656019024,0
14,18,34,43,1098,61,71,4,92,101,4,123,65,143,152,2,171,1,191,201,1,other,0.205882353,0.953339936,0.401715775,0
12,24,32,42,4057,61,74,3,91,101,3,123,43,143,152,1,173,1,192,201,2,other,0.294117647,0.790524926,0.511871486,0
11,12,32,46,795,61,72,4,92,101,4,122,53,143,152,1,173,1,191,201,2,other,0.117647059,0.970012105,0.434913333,0
12,24,34,49,2825,65,74,4,93,101,3,124,34,143,152,2,173,2,192,201,1,other,0.294117647,0.858314075,0.539987297,0
12,48,32,49,15672,61,73,2,93,101,2,123,23,143,152,1,173,1,192,201,2,young,0.647058824,0.151425113,0.396617166,1
14,36,34,40,6614,61,75,4,93,101,4,123,34,143,152,2,174,1,192,201,1,other,0.470588235,0.649829427,0.650310263,0
14,28,31,41,7824,65,72,3,93,103,4,121,40,141,151,2,173,2,192,201,1,other,0.352941176,0.583250798,0.48425277,0
11,27,34,49,2442,61,75,4,93,101,4,123,43,142,152,4,174,2,192,201,1,other,0.338235294,0.879388137,0.761418313,0
14,15,34,43,1829,61,75,4,93,101,4,123,46,143,152,2,173,1,192,201,1,other,0.161764706,0.913117641,0.618582762,0
11,12,34,40,2171,61,73,4,93,101,4,122,38,141,152,2,172,1,191,202,1,other,0.117647059,0.894299549,0.490594718,0
12,36,34,41,5800,61,73,3,93,101,4,123,34,143,152,2,173,1,192,201,1,other,0.470588235,0.694618686,0.57337183,0
14,18,34,43,1169,65,73,4,93,101,3,122,29,143,152,2,173,1,192,201,1,other,0.205882353,0.949433256,0.494012206,0
14,36,33,41,8947,65,74,3,93,101,2,123,31,142,152,1,174,2,192,201,1,other,0.470588235,0.521459227,0.471388675,0
11,21,32,43,2606,61,72,4,92,101,4,122,28,143,151,1,174,1,192,201,1,other,0.25,0.870364257,0.464253815,0
14,12,34,42,1592,64,74,3,92,101,2,122,35,143,152,1,173,1,191,202,1,other,0.117647059,0.926158248,0.457762228,0
14,15,32,42,2186,65,74,1,92,101,4,121,33,141,151,1,172,1,191,201,1,other,0.161764706,0.893474194,0.591672353,0
11,18,32,42,4153,61,73,2,93,102,3,123,42,143,152,1,173,1,191,201,2,other,0.205882353,0.785242654,0.478968994,0
11,16,34,40,2625,61,75,2,93,103,4,122,43,141,151,1,173,1,192,201,2,other,0.176470588,0.869318807,0.628673996,0
14,20,34,40,3485,65,72,2,91,101,4,121,44,143,152,2,173,1,192,201,1,other,0.235294118,0.821998459,0.537790867,0
14,36,34,41,10477,65,75,2,93,101,4,124,42,143,153,2,173,1,191,201,1,other,0.470588235,0.437273027,0.649524576,0
14,15,32,43,1386,65,73,4,94,101,2,121,40,143,151,1,173,1,192,201,1,other,0.161764706,0.937493122,0.390559596,0
14,24,32,43,1278,61,75,4,93,101,1,121,36,143,152,1,174,1,192,201,1,other,0.294117647,0.943435677,0.486056432,0
11,12,32,43,1107,61,73,2,93,101,2,121,20,143,151,1,174,2,192,201,1,young,0.117647059,0.952844723,0.470479091,1
11,21,32,40,3763,65,74,2,93,102,2,121,24,143,152,1,172,1,191,202,1,young,0.25,0.806701882,0.467913528,1
12,36,32,46,3711,65,73,2,94,101,2,123,27,143,152,1,173,1,191,201,1,other,0.470588235,0.809563112,0.486229708,0
14,15,33,41,3594,61,72,1,92,101,2,122,46,143,152,2,172,1,191,201,1,other,0.161764706,0.81600088,0.43772383,0
12,9,32,40,3195,65,73,1,92,101,2,121,33,143,152,1,172,1,191,201,1,other,0.073529412,0.837955321,0.425392508,0
14,36,33,43,4454,61,73,4,92,101,4,121,34,143,152,2,173,1,191,201,1,other,0.470588235,0.768680533,0.556143027,0
12,24,34,42,4736,61,72,2,92,101,4,123,25,141,152,1,172,1,191,201,2,young,0.294117647,0.75316386,0.466160901,0
12,30,32,43,2991,65,75,2,92,101,4,123,25,143,152,1,173,1,191,201,1,young,0.382352941,0.849180147,0.663230962,0
14,11,32,49,2142,64,75,1,91,101,2,121,28,143,152,1,173,1,192,201,1,other,0.102941176,0.895895235,0.557923053,0
11,24,31,49,3161,61,73,4,93,101,2,122,31,143,151,1,173,1,192,201,2,other,0.294117647,0.839826125,0.397012795,0
12,48,30,410,18424,61,73,1,92,101,2,122,32,141,152,1,174,1,192,202,2,other,0.647058824,0.0,0.422708618,0
14,10,32,41,2848,62,73,1,93,102,2,121,32,143,152,1,173,2,191,201,1,other,0.088235294,0.857048531,0.454936526,0
11,6,32,40,14896,61,75,1,93,101,4,124,68,141,152,1,174,1,192,201,2,other,0.029411765,0.194123473,0.529960044,0
11,24,32,42,2359,62,71,1,91,101,1,122,33,143,152,1,173,1,191,201,2,other,0.294117647,0.883955101,0.358711209,0
11,24,32,42,3345,61,75,4,93,101,2,122,39,143,151,1,174,1,192,201,2,other,0.294117647,0.829701772,0.511408264,0
14,18,34,42,1817,61,73,4,92,101,2,124,28,143,152,2,173,1,191,201,1,other,0.205882353,0.913777925,0.440867028,0
14,48,33,43,12749,63,74,4,93,101,1,123,37,143,152,1,174,1,192,201,1,other,0.647058824,0.312259271,0.387780111,0
11,9,32,43,1366,61,72,3,92,101,4,122,22,143,151,1,173,1,191,201,2,young,0.073529412,0.938593595,0.451867846,1
12,12,32,40,2002,61,74,3,93,101,4,122,30,143,151,1,173,2,192,201,1,other,0.117647059,0.903598547,0.54658833,0
11,24,31,42,6872,61,72,2,91,101,1,122,55,141,152,1,173,1,192,201,2,other,0.294117647,0.635633322,0.328015684,0
11,12,31,40,697,61,72,4,93,101,2,123,46,141,152,2,173,1,192,201,2,other,0.117647059,0.975404424,0.389404927,0
11,18,34,42,1049,61,72,4,92,101,4,122,21,143,151,1,173,1,191,201,1,young,0.205882353,0.956036096,0.448729014,1
11,48,32,41,10297,61,74,4,93,101,4,124,39,142,153,3,173,2,192,201,2,other,0.647058824,0.447177286,0.622183462,0
14,30,32,43,1867,65,75,4,93,101,4,123,58,143,152,1,173,1,192,201,1,other,0.382352941,0.911026741,0.612721801,0
11,12,33,40,1344,61,73,4,93,101,2,121,43,143,152,2,172,2,191,201,1,other,0.117647059,0.939804116,0.406037428,0
11,24,32,42,1747,61,72,4,93,102,1,122,24,143,152,1,172,1,191,202,1,young,0.294117647,0.917629581,0.295208787,1
12,9,32,43,1670,61,72,4,92,101,2,123,22,143,152,1,173,1,192,201,2,young,0.073529412,0.921866403,0.324724803,1
14,9,34,40,1224,61,73,3,93,101,1,121,30,143,152,2,173,1,191,201,1,other,0.073529412,0.946406955,0.406809867,0
14,12,34,43,522,63,75,4,93,101,4,122,42,143,152,2,173,2,192,201,1,other,0.117647059,0.985033564,0.623754535,0
11,12,32,43,1498,61,73,4,92,101,1,123,23,141,152,1,173,1,191,201,1,young,0.117647059,0.931330472,0.334693494,1
12,30,33,43,1919,62,72,4,93,101,3,124,30,142,152,2,174,1,191,201,2,other,0.382352941,0.908165511,0.49591041,0
13,9,32,43,745,61,73,3,92,101,2,121,28,143,152,1,172,1,191,201,2,other,0.073529412,0.972763288,0.388457557,0
12,6,32,43,2063,61,72,4,94,101,3,123,30,143,151,1,174,1,192,201,1,other,0.029411765,0.900242104,0.382261185,0
12,60,32,46,6288,61,73,4,93,101,4,124,42,143,153,1,173,1,191,201,2,other,0.823529412,0.66776714,0.556520289,0
14,24,34,41,6842,65,73,2,93,101,4,122,46,143,152,2,174,2,192,201,1,other,0.294117647,0.637284032,0.584136747,0
14,12,32,40,3527,65,72,2,93,101,3,122,45,143,152,1,174,2,192,201,1,other,0.117647059,0.819687466,0.445705648,0
14,10,32,40,1546,61,73,3,93,101,2,121,31,143,152,1,172,2,191,202,1,other,0.088235294,0.928689336,0.38299373,0
14,24,32,42,929,65,74,4,93,101,2,123,31,142,152,1,173,1,192,201,1,other,0.294117647,0.962638935,0.466373318,0
14,4,34,40,1455,61,74,2,93,101,1,121,42,143,152,3,172,2,191,201,1,other,0.0,0.933696489,0.491540432,0
11,15,32,42,1845,61,72,4,92,103,1,122,46,143,151,1,173,1,191,201,1,other,0.161764706,0.912237262,0.292837575,0
12,48,30,40,8358,63,72,1,92,101,1,123,30,143,152,2,173,1,191,201,1,other,0.647058824,0.553868163,0.455986416,0
11,24,31,42,3349,63,72,4,93,101,4,124,30,143,153,1,173,2,192,201,2,other,0.294117647,0.829481677,0.441599874,0
14,12,32,40,2859,65,71,4,93,101,4,124,38,143,152,1,174,1,192,201,1,other,0.117647059,0.856443271,0.390528433,0
14,18,32,42,1533,61,72,4,94,102,1,122,43,143,152,1,172,2,191,201,2,other,0.205882353,0.929404644,0.280983627,0
14,24,32,43,3621,62,75,2,93,101,4,123,31,143,152,2,173,1,191,201,2,other,0.294117647,0.814515242,0.686877437,0
12,18,34,49,3590,61,71,3,94,101,3,123,40,143,152,3,171,2,192,201,1,other,0.205882353,0.816220975,0.407213022,0
11,36,33,49,2145,61,74,2,93,101,1,123,24,143,152,2,173,1,192,201,2,young,0.470588235,0.895730164,0.548772415,1
12,24,32,41,4113,63,72,3,92,101,4,123,28,143,151,1,173,1,191,201,2,other,0.294117647,0.787443601,0.464786589,0
14,36,32,42,10974,61,71,4,92,101,2,123,26,143,152,2,174,1,192,201,2,other,0.470588235,0.409926268,0.32660735,0
11,12,32,40,1893,61,73,4,92,103,4,122,29,143,152,1,173,1,192,201,1,other,0.117647059,0.909596126,0.470184779,0
11,24,34,43,1231,64,75,4,92,101,4,122,57,143,151,2,174,1,192,201,1,other,0.294117647,0.946021789,0.672584081,0
13,30,34,43,3656,65,75,4,93,101,4,122,49,142,152,2,172,1,191,201,1,other,0.382352941,0.812589413,0.617663694,0
12,9,34,43,1154,61,75,2,93,101,4,121,37,143,152,3,172,1,191,201,1,other,0.073529412,0.950258611,0.694348159,0
11,28,32,40,4006,61,73,3,93,101,2,123,45,143,152,1,172,1,191,201,2,other,0.352941176,0.793331132,0.407058414,0
12,24,32,42,3069,62,75,4,93,101,4,124,30,143,153,1,173,1,191,201,1,other,0.294117647,0.844888302,0.584001107,0
14,6,34,43,1740,61,75,2,94,101,2,121,30,143,151,2,173,1,191,201,1,other,0.029411765,0.918014746,0.563862297,0
12,21,33,40,2353,61,73,1,91,101,4,122,47,143,152,2,173,1,191,201,1,other,0.25,0.884285243,0.629634464,0
14,15,32,40,3556,65,73,3,93,101,2,124,29,143,152,1,173,1,191,201,1,other,0.161764706,0.818091779,0.399353145,0
14,24,32,43,2397,63,75,3,93,101,2,123,35,141,152,2,173,1,192,201,2,other,0.294117647,0.881864202,0.575376468,0
12,6,32,45,454,61,72,3,94,101,1,122,22,143,152,1,172,1,191,201,1,young,0.029411765,0.988775173,0.290205322,1
12,30,32,43,1715,65,73,4,92,101,1,123,26,143,152,1,173,1,191,201,1,other,0.382352941,0.919390338,0.38171968,0
12,27,34,43,2520,63,73,4,93,101,2,122,23,143,152,2,172,1,191,201,2,young,0.338235294,0.875096291,0.435038435,1
14,15,32,43,3568,61,75,4,92,101,2,123,54,141,151,1,174,1,192,201,1,other,0.161764706,0.817431496,0.484501619,0
14,42,32,43,7166,65,74,2,94,101,4,122,29,143,151,1,173,1,192,201,1,other,0.558823529,0.619456366,0.606811764,0
11,11,34,40,3939,61,73,1,93,101,2,121,40,143,152,2,172,2,191,201,1,other,0.102941176,0.797017718,0.469759794,0
12,15,32,45,1514,62,73,4,93,103,2,121,22,143,152,1,173,1,191,201,1,young,0.161764706,0.930450094,0.389249265,1
14,24,32,40,7393,61,73,1,93,101,4,122,43,143,152,1,172,2,191,201,1,other,0.294117647,0.606965995,0.516480678,0
11,24,31,40,1193,61,71,1,92,102,4,124,29,143,151,2,171,1,191,201,2,other,0.294117647,0.948112688,0.510182388,0
11,60,32,49,7297,61,75,4,93,102,4,124,36,143,151,1,173,1,191,201,2,other,0.823529412,0.612248267,0.639214452,0
14,30,34,43,2831,61,73,4,92,101,2,123,33,143,152,1,173,1,192,201,1,other,0.382352941,0.857983933,0.41680686,0
13,24,32,43,1258,63,73,3,92,101,3,123,57,143,152,1,172,1,191,201,1,other,0.294117647,0.944536151,0.470757296,0
12,6,32,43,753,61,73,2,92,103,3,121,64,143,152,1,173,1,191,201,1,other,0.029411765,0.972323099,0.48094292,0
12,18,33,49,2427,65,75,4,93,101,2,122,42,143,152,2,173,1,191,201,1,other,0.205882353,0.880213492,0.527645739,0
14,24,33,40,2538,61,75,4,93,101,4,123,47,143,152,2,172,2,191,201,2,other,0.294117647,0.874105866,0.612692747,0
12,15,31,40,1264,62,73,2,94,101,2,122,25,143,151,1,173,1,191,201,2,young,0.161764706,0.944206009,0.453824009,0
12,30,34,42,8386,61,74,2,93,101,2,122,49,143,152,1,173,1,191,201,2,other,0.382352941,0.552327501,0.468467679,0
14,48,32,49,4844,61,71,3,93,101,2,123,33,141,151,1,174,1,192,201,2,other,0.647058824,0.747221305,0.406687776,0
13,21,32,40,2923,62,73,1,92,101,1,123,28,141,152,1,174,1,192,201,1,other,0.25,0.852921756,0.461008699,0
11,36,32,41,8229,61,73,2,93,101,2,122,26,143,152,1,173,2,191,201,2,other,0.470588235,0.560966215,0.439979123,0
14,24,34,42,2028,61,74,2,93,101,2,122,30,143,152,2,172,1,191,201,1,other,0.294117647,0.902167932,0.540394216,0
11,15,34,42,1433,61,73,4,92,101,3,122,25,143,151,2,173,1,191,201,1,young,0.161764706,0.93490701,0.483101715,0
13,42,30,49,6289,61,72,2,91,101,1,122,33,143,152,2,173,1,191,201,1,other,0.558823529,0.667712116,0.429743066,0
14,13,32,43,1409,62,71,2,92,101,4,121,64,143,152,1,173,1,191,201,1,other,0.132352941,0.936227578,0.446867693,0
11,24,32,41,6579,61,71,4,93,101,2,124,29,143,153,1,174,1,192,201,1,other,0.294117647,0.651755255,0.292255424,0
12,24,34,43,1743,61,75,4,93,101,2,122,48,143,152,2,172,1,191,201,1,other,0.294117647,0.917849675,0.527807874,0
14,12,34,46,3565,65,72,2,93,101,1,122,37,143,152,2,172,2,191,201,1,other,0.117647059,0.817596567,0.352293388,0
14,15,31,43,1569,62,75,4,93,101,4,123,34,141,152,1,172,2,191,201,1,other,0.161764706,0.927423792,0.55147693,0
11,18,32,43,1936,65,74,2,94,101,4,123,23,143,151,2,172,1,191,201,1,young,0.205882353,0.907230109,0.617943404,1
11,36,32,42,3959,61,71,4,93,101,3,122,30,143,152,1,174,1,192,201,1,other,0.470588235,0.795917244,0.398419624,0
14,12,32,40,2390,65,75,4,93,101,3,123,50,143,152,1,173,1,192,201,1,other,0.117647059,0.882249367,0.511608637,0
14,12,32,42,1736,61,74,3,92,101,4,121,31,143,152,1,172,1,191,201,1,other,0.117647059,0.918234841,0.526055547,0
11,30,32,41,3857,61,73,4,91,101,4,122,40,143,152,1,174,1,192,201,1,other,0.382352941,0.801529658,0.522582809,0
14,12,32,43,804,61,75,4,93,101,4,123,38,143,152,1,173,1,191,201,1,other,0.117647059,0.969516892,0.574356084,0
11,45,32,43,1845,61,73,4,93,101,4,124,23,143,153,1,173,1,192,201,2,young,0.602941176,0.912237262,0.56096343,1
12,45,34,41,4576,62,71,3,93,101,4,123,27,143,152,1,173,1,191,201,1,other,0.602941176,0.761967646,0.470990789,0
