StatusExistingAcc,DurationMonth_x,CreditHistory,Purpose,CreditAmount_x,SavingsAccount,EmploymentLength,InstallmentRate,MarriedNSex,Debtors,ResidenceLength,Property,Age,InstallmentPlans,Housing,ExistingCredit,Job,NumPeopleLiable,Telephone,ForeignWorker,CreditEval,AgeBinary,DurationMonth_y,CreditAmount_y,score,age25,DurationMonth_C,CreditAmount_C,Age_C
11,24,32,0,1371,65,73,4,92,101,4,121,25,143,151,1,173,1,191,201,2,young,0.294117647,0.938318477,0.508360209,0,1,1,1
14,36,34,0,3535,61,74,4,93,101,4,123,37,143,152,2,173,1,192,201,1,other,0.470588235,0.819247276,0.612062421,0,2,2,2
11,18,32,3,3509,61,74,4,92,103,1,121,25,143,152,1,173,1,191,201,1,young,0.205882353,0.820677891,0.377034464,0,1,2,1
14,36,34,1,5711,64,75,4,93,101,2,123,38,143,152,2,174,1,192,201,1,other,0.470588235,0.699515792,0.566530982,0,2,3,2
12,18,32,5,3872,61,71,2,92,101,4,123,67,143,152,1,173,1,192,201,1,other,0.205882353,0.800704303,0.435333951,0,1,2,3
12,39,34,3,4933,61,74,2,93,103,2,121,25,143,152,2,173,1,191,201,2,young,0.514705882,0.742324199,0.574951333,0,2,3,1
14,24,34,0,1940,64,75,4,93,101,4,121,60,143,152,1,173,1,192,201,1,other,0.294117647,0.907010014,0.595558635,0,1,1,3
12,12,30,8,1410,61,73,2,93,101,2,121,31,143,152,1,172,1,192,201,1,other,0.117647059,0.936172554,0.420865664,0,1,1,1
12,12,32,0,836,62,72,4,92,101,2,122,23,141,152,1,172,1,191,201,2,young,0.117647059,0.967756135,0.318214548,1,1,1,1
12,20,32,1,6468,65,71,1,91,101,4,121,60,143,152,1,174,1,192,201,1,other,0.235294118,0.657862881,0.468494325,0,1,3,3
12,18,32,9,1941,64,73,4,93,101,2,122,35,143,152,1,172,1,192,201,1,other,0.205882353,0.906954991,0.369830203,0,1,1,2
14,22,32,3,2675,63,75,3,93,101,4,123,40,143,152,1,173,1,191,201,1,other,0.264705882,0.866567624,0.613570265,0,1,2,2
14,48,34,1,2751,65,75,4,93,101,3,123,38,143,152,2,173,2,192,201,1,other,0.647058824,0.862385826,0.652919935,0,2,2,2
12,48,33,6,6224,61,75,4,93,101,4,124,50,143,153,1,173,1,191,201,2,other,0.647058824,0.671288654,0.617366973,0,2,3,3
11,40,34,6,5998,61,73,4,93,101,3,124,27,141,152,1,173,1,192,201,2,other,0.529411765,0.683724001,0.458257817,0,2,3,1
12,21,32,9,1188,61,75,2,92,101,4,122,39,143,152,1,173,2,191,201,2,other,0.25,0.948387807,0.657064398,0,1,1,2
14,24,32,1,6313,65,75,3,93,101,4,123,41,143,152,1,174,2,192,201,1,other,0.294117647,0.666391548,0.605055974,0,1,3,2
14,6,34,2,1221,65,73,1,94,101,2,122,27,143,152,2,173,1,191,201,1,other,0.029411765,0.946572026,0.507159775,0,1,1,1
13,24,32,2,2892,61,75,3,91,101,4,124,51,143,153,1,173,1,191,201,1,other,0.294117647,0.85462749,0.616820801,0,1,2,3
14,24,32,2,3062,63,75,4,93,101,3,124,32,143,151,1,173,1,192,201,1,other,0.294117647,0.845273468,0.537561138,0,1,2,1
14,9,32,2,2301,62,72,2,92,101,4,122,22,143,151,1,173,1,191,201,1,young,0.073529412,0.887146473,0.473304041,1,1,2,1
11,18,32,1,7511,65,75,1,93,101,4,122,51,143,153,1,173,2,192,201,2,other,0.205882353,0.600473203,0.615135917,0,1,3,3
14,12,34,2,1258,61,72,2,92,101,4,122,22,143,151,2,172,1,191,201,1,young,0.117647059,0.944536151,0.515444938,1,1,1,1
14,24,33,0,717,65,75,4,94,101,4,123,54,143,152,2,173,1,192,201,1,other,0.294117647,0.974303951,0.654590065,0,1,1,3
12,9,32,0,1549,65,72,4,93,101,2,121,35,143,152,1,171,1,191,201,1,other,0.073529412,0.928524265,0.279451847,0,1,1,2
14,24,34,6,1597,61,75,4,93,101,4,124,54,143,153,2,173,2,191,201,1,other,0.294117647,0.92588313,0.64558154,0,1,1,3
12,18,34,3,1795,61,75,3,92,103,4,121,48,141,151,2,172,1,192,201,1,other,0.205882353,0.914988445,0.634890691,0,1,1,2
11,20,34,2,4272,61,75,1,92,101,4,122,24,143,152,2,173,1,191,201,1,young,0.235294118,0.778694839,0.700277015,1,1,3,1
14,12,34,3,976,65,75,4,93,101,4,123,35,143,152,2,173,1,191,201,1,other,0.117647059,0.960052823,0.619106955,0,1,1,2
12,12,32,0,7472,65,71,1,92,101,2,121,24,143,151,1,171,1,191,201,1,young,0.117647059,0.602619126,0.273537895,1,1,3,1
11,36,32,0,9271,61,74,2,93,101,1,123,24,143,152,1,173,1,192,201,2,young,0.470588235,0.503631562,0.42931221,1,2,3,1
12,6,32,3,590,61,72,3,94,101,3,121,26,143,152,1,172,1,191,202,1,other,0.029411765,0.981291956,0.381836351,0,1,1,1
14,12,34,3,930,65,75,4,93,101,4,121,65,143,152,4,173,1,191,201,1,other,0.117647059,0.962583911,0.712601111,0,1,1,3
12,42,31,1,9283,61,71,1,93,101,2,124,55,141,153,1,174,1,192,201,1,other,0.558823529,0.502971278,0.406845546,0,2,3,3
12,15,30,0,1778,61,72,2,92,101,1,121,26,143,151,2,171,1,191,201,2,other,0.161764706,0.915923847,0.355538956,0,1,1,1
12,8,32,9,907,61,72,3,94,101,2,121,26,143,152,1,173,1,192,201,1,other,0.058823529,0.963849455,0.360807377,0,1,1,1
12,6,32,3,484,61,74,3,94,103,3,121,28,141,152,1,172,1,191,201,1,other,0.029411765,0.987124464,0.475944725,0,1,1,1
11,36,34,1,9629,61,74,4,93,101,4,123,24,143,152,2,173,1,192,201,2,young,0.470588235,0.483933091,0.549678386,1,2,3,1
11,48,32,4,3051,61,73,3,93,101,4,123,54,143,152,1,173,1,191,201,2,other,0.647058824,0.845878728,0.587833343,0,2,2,3
11,48,32,0,3931,61,74,4,93,101,4,124,46,143,153,1,173,2,191,201,2,other,0.647058824,0.797457907,0.594328694,0,2,2,2
12,36,33,0,7432,61,73,2,92,101,2,122,54,143,151,1,173,1,191,201,1,other,0.470588235,0.604820073,0.44813798,0,2,3,3
14,6,32,4,1338,63,73,1,91,101,4,121,62,143,152,1,173,1,191,201,1,other,0.029411765,0.940134258,0.552473679,0,1,1,3
14,6,34,3,1554,61,74,1,92,101,2,123,24,143,151,2,173,1,192,201,1,young,0.029411765,0.928249147,0.550262495,1,1,1,1
11,36,32,10,15857,61,71,2,91,102,3,123,43,143,152,1,174,1,191,201,1,other,0.470588235,0.141245736,0.338635778,0,2,3,2
11,18,32,3,1345,61,73,4,94,101,3,121,26,141,152,1,173,1,191,201,2,other,0.205882353,0.939749092,0.445698873,0,1,1,1
14,12,32,0,1101,61,73,3,94,101,2,121,27,143,152,2,173,1,192,201,1,other,0.117647059,0.953174865,0.462788575,0,1,1,1
13,12,32,3,3016,61,73,3,94,101,1,123,24,143,152,1,173,1,191,201,1,young,0.117647059,0.847804556,0.350161541,1,1,2,1
11,36,32,2,2712,61,75,2,93,101,2,122,41,141,152,1,173,2,191,201,2,other,0.470588235,0.864531749,0.589479687,0,2,2,2
11,8,34,0,731,61,75,4,93,101,4,121,47,143,152,2,172,1,191,201,1,other,0.058823529,0.973533619,0.587415284,0,1,1,2
14,18,34,2,3780,61,72,3,91,101,2,123,35,143,152,2,174,1,192,201,1,other,0.205882353,0.80576648,0.428523814,0,1,2,2
11,21,34,0,1602,61,75,4,94,101,3,123,30,143,152,2,173,1,192,201,1,other,0.25,0.925608011,0.590810793,0,1,1,1
11,18,34,0,3966,61,75,1,92,101,4,121,33,141,151,3,173,1,192,201,2,other,0.205882353,0.795532079,0.744449197,0,1,2,1
14,18,30,9,4165,61,73,2,93,101,2,123,36,142,152,2,173,2,191,201,2,other,0.205882353,0.78458237,0.47884615,0,1,3,2
11,36,32,1,8335,65,75,3,93,101,4,124,47,143,153,1,173,1,191,201,2,other,0.470588235,0.555133707,0.593932765,0,2,3,2
12,48,33,9,6681,65,73,4,93,101,4,124,38,143,153,1,173,2,192,201,1,other,0.647058824,0.646142841,0.519665426,0,2,3,2
14,24,33,9,2375,63,73,4,93,101,2,123,44,143,152,2,173,2,192,201,1,other,0.294117647,0.883074722,0.451570673,0,1,2,2
11,18,32,0,1216,61,72,4,92,101,3,123,23,143,151,1,173,1,192,201,2,young,0.205882353,0.946847144,0.400507813,1,1,1,1
11,45,30,9,11816,61,75,2,93,101,4,123,29,143,151,2,173,1,191,201,2,other,0.602941176,0.363596346,0.66044109,0,2,3,1
12,24,32,3,5084,65,75,2,92,101,4,123,42,143,152,1,173,1,192,201,1,other,0.294117647,0.734015627,0.625389136,0,1,3,2
13,15,32,3,2327,61,72,2,92,101,3,121,25,143,152,1,172,1,191,201,2,young,0.161764706,0.885715858,0.419686306,0,1,2,1
11,12,30,0,1082,61,73,4,93,101,4,123,48,141,152,2,173,1,191,201,2,other,0.117647059,0.954220315,0.524998581,0,1,1,2
14,12,32,3,886,65,73,4,92,101,2,123,21,143,152,1,173,1,191,201,1,young,0.117647059,0.965004952,0.387470142,1,1,1,1
14,4,32,2,601,61,72,1,92,101,3,121,23,143,151,1,172,2,191,201,1,young,0.0,0.980686695,0.438267292,1,1,1,1
11,24,34,1,2957,61,75,4,93,101,4,122,63,143,152,2,173,1,192,201,1,other,0.294117647,0.851050952,0.631659274,0,1,2,3
14,24,34,3,2611,61,75,4,94,102,3,121,46,143,152,2,173,1,191,201,1,other,0.294117647,0.870089138,0.588689634,0,1,2,2
11,36,32,2,5179,61,74,4,93,101,2,122,29,143,152,1,173,1,191,201,2,other,0.470588235,0.728788379,0.455697975,0,2,3,1
14,21,33,1,2993,61,73,3,93,101,2,121,28,142,152,2,172,1,191,201,1,other,0.25,0.8490701,0.444788236,0,1,2,1
14,18,32,5,1943,61,72,4,92,101,4,121,23,143,152,1,173,1,191,201,2,young,0.205882353,0.906844943,0.439577171,1,1,1,1
14,24,31,9,1559,61,74,4,93,101,4,123,50,141,152,1,173,1,192,201,1,other,0.294117647,0.927974029,0.552947289,0,1,1,3
14,18,32,2,3422,61,75,4,93,101,4,122,47,141,152,3,173,2,192,201,1,other,0.205882353,0.82546495,0.656994847,0,1,2,2
12,21,32,2,3976,65,74,2,93,101,3,123,35,143,152,1,173,1,192,201,1,other,0.25,0.794981842,0.535500498,0,1,2,2
14,18,32,0,6761,65,73,2,93,101,4,123,68,143,151,2,173,1,191,201,2,other,0.205882353,0.641740949,0.545294258,0,1,3,3
14,24,32,0,1249,61,72,4,94,101,2,121,28,143,152,1,173,1,191,201,1,other,0.294117647,0.945031363,0.370074235,0,1,1,1
11,9,32,3,1364,61,74,3,93,101,4,121,59,143,152,1,173,1,191,201,1,other,0.073529412,0.938703643,0.544911576,0,1,1,3
11,12,32,3,709,61,75,4,93,101,4,121,57,142,152,1,172,1,191,201,2,other,0.117647059,0.97474414,0.552072781,0,1,1,3
11,20,34,0,2235,61,73,4,94,103,2,122,33,141,151,2,173,1,191,202,2,other,0.235294118,0.890778035,0.442059935,0,1,2,1
14,24,34,1,4042,65,74,3,93,101,4,122,43,143,152,2,173,1,192,201,1,other,0.294117647,0.791350281,0.605048297,0,1,3,2
14,15,34,3,1471,61,73,4,93,101,4,124,35,143,153,2,173,1,192,201,1,other,0.161764706,0.932816111,0.529224338,0,1,1,2
11,18,31,0,1442,61,74,4,93,101,4,124,32,143,153,2,172,2,191,201,2,other,0.205882353,0.934411797,0.560984958,0,1,1,1
14,36,33,0,10875,61,75,2,93,101,2,123,45,143,152,2,173,2,192,201,1,other,0.470588235,0.415373611,0.55242701,0,2,3,2
14,24,32,0,1474,62,72,4,94,101,3,121,33,143,152,1,173,1,192,201,1,other,0.294117647,0.93265104,0.414282546,0,1,1,1
14,10,32,8,894,65,74,4,92,101,3,122,40,143,152,1,173,1,192,201,1,other,0.088235294,0.964564763,0.474939545,0,1,1,2
14,15,34,2,3343,61,73,4,93,101,2,124,28,143,153,1,173,1,192,201,1,other,0.161764706,0.829811819,0.370525865,0,1,2,1
11,15,32,0,3959,61,73,3,92,101,2,122,29,143,152,1,173,1,192,201,2,other,0.161764706,0.795917244,0.39522765,0,1,2,1
14,9,32,0,3577,62,73,1,93,103,2,121,26,143,151,1,173,2,191,202,1,other,0.073529412,0.816936283,0.444737804,0,1,2,1
14,24,34,1,5804,64,73,4,93,101,2,121,27,143,152,2,173,1,191,201,1,other,0.294117647,0.694398591,0.416468137,0,1,3,1
14,18,33,9,2169,61,73,4,94,101,2,123,28,143,152,1,173,1,192,201,2,other,0.205882353,0.894409596,0.390751991,0,1,2,1
11,24,32,3,2439,61,72,4,92,101,4,121,35,143,152,1,173,1,192,201,2,other,0.294117647,0.879553208,0.450915508,0,1,2,2
14,27,34,2,4526,64,72,4,93,101,2,121,32,142,152,2,172,2,192,201,1,other,0.338235294,0.764718829,0.367991465,0,2,3,1
14,10,32,2,2210,61,73,2,93,101,2,121,25,141,151,1,172,1,191,201,2,young,0.088235294,0.892153626,0.40720414,0,1,2,1
14,15,32,2,2221,63,73,2,92,101,4,123,20,143,151,1,173,1,191,201,1,young,0.161764706,0.891548366,0.537050494,1,1,2,1
11,18,32,3,2389,61,72,4,92,101,1,123,27,142,152,1,173,1,191,201,1,other,0.205882353,0.882304391,0.295476604,0,1,2,1
14,12,34,2,3331,61,75,2,93,101,4,122,42,142,152,1,173,1,191,201,1,other,0.117647059,0.830472103,0.61050279,0,1,2,2
14,36,32,9,7409,65,75,3,93,101,2,122,37,143,152,2,173,1,191,201,1,other,0.470588235,0.606085617,0.556900562,0,2,3,2
11,12,32,2,652,61,75,4,92,101,4,122,24,143,151,1,173,1,191,201,1,young,0.117647059,0.977880489,0.575912102,1,1,1,1
14,36,33,2,7678,63,74,2,92,101,4,123,40,143,152,2,173,1,192,201,1,other,0.470588235,0.591284252,0.631666199,0,2,3,2
13,6,34,0,1343,61,75,1,93,101,4,121,46,143,152,2,173,2,191,202,1,other,0.029411765,0.939859139,0.691957378,0,1,1,2
11,24,34,9,1382,62,74,4,93,101,1,121,26,143,152,2,173,1,192,201,1,other,0.294117647,0.937713217,0.461735975,0,1,1,1
14,15,32,4,874,65,72,4,92,101,1,121,24,143,152,1,173,1,191,201,1,young,0.161764706,0.965665236,0.302777664,1,1,1,1
11,12,32,2,3590,61,73,2,93,102,2,122,29,143,152,1,172,2,191,201,1,other,0.117647059,0.816220975,0.398549092,0,1,2,1
12,11,34,0,1322,64,73,4,92,101,4,123,40,143,152,2,173,1,191,201,1,other,0.102941176,0.941014636,0.519805733,0,1,1,2
11,18,31,3,1940,61,72,3,93,102,4,124,36,141,153,1,174,1,192,201,1,other,0.205882353,0.907010014,0.493871448,0,1,1,2
14,36,32,3,3595,61,75,4,93,101,2,123,28,143,152,1,173,1,191,201,1,other,0.470588235,0.815945857,0.518424947,0,2,2,1
11,9,32,0,1422,61,72,3,93,101,2,124,27,143,153,1,174,1,192,201,2,other,0.073529412,0.93551227,0.381527135,0,1,1,1
14,30,34,3,6742,65,74,2,93,101,3,122,36,143,152,2,173,1,191,201,1,other,0.382352941,0.642786398,0.578320497,0,2,3,2
14,24,32,1,7814,61,74,3,93,101,3,123,38,143,152,1,174,1,192,201,1,other,0.294117647,0.583801034,0.496667042,0,1,3,2
14,24,32,1,9277,65,73,2,91,101,4,124,48,143,153,1,173,1,192,201,1,other,0.294117647,0.50330142,0.489442307,0,1,3,2
12,30,34,0,2181,65,75,4,93,101,4,121,36,143,152,2,173,1,191,201,1,other,0.382352941,0.893749312,0.656019024,0,2,2,2
14,18,34,3,1098,61,71,4,92,101,4,123,65,143,152,2,171,1,191,201,1,other,0.205882353,0.953339936,0.401715775,0,1,1,3
12,24,32,2,4057,61,74,3,91,101,3,123,43,143,152,1,173,1,192,201,2,other,0.294117647,0.790524926,0.511871486,0,1,3,2
11,12,32,6,795,61,72,4,92,101,4,122,53,143,152,1,173,1,191,201,2,other,0.117647059,0.970012105,0.434913333,0,1,1,3
12,24,34,9,2825,65,74,4,93,101,3,124,34,143,152,2,173,2,192,201,1,other,0.294117647,0.858314075,0.539987297,0,1,2,1
12,48,32,9,15672,61,73,2,93,101,2,123,23,143,152,1,173,1,192,201,2,young,0.647058824,0.151425113,0.396617166,1,2,3,1
14,36,34,0,6614,61,75,4,93,101,4,123,34,143,152,2,174,1,192,201,1,other,0.470588235,0.649829427,0.650310263,0,2,3,1
14,28,31,1,7824,65,72,3,93,103,4,121,40,141,151,2,173,2,192,201,1,other,0.352941176,0.583250798,0.48425277,0,2,3,2
11,27,34,9,2442,61,75,4,93,101,4,123,43,142,152,4,174,2,192,201,1,other,0.338235294,0.879388137,0.761418313,0,2,2,2
14,15,34,3,1829,61,75,4,93,101,4,123,46,143,152,2,173,1,192,201,1,other,0.161764706,0.913117641,0.618582762,0,1,1,2
11,12,34,0,2171,61,73,4,93,101,4,122,38,141,152,2,172,1,191,202,1,other,0.117647059,0.894299549,0.490594718,0,1,2,2
12,36,34,1,5800,61,73,3,93,101,4,123,34,143,152,2,173,1,192,201,1,other,0.470588235,0.694618686,0.57337183,0,2,3,1
14,18,34,3,1169,65,73,4,93,101,3,122,29,143,152,2,173,1,192,201,1,other,0.205882353,0.949433256,0.494012206,0,1,1,1
14,36,33,1,8947,65,74,3,93,101,2,123,31,142,152,1,174,2,192,201,1,other,0.470588235,0.521459227,0.471388675,0,2,3,1
11,21,32,3,2606,61,72,4,92,101,4,122,28,143,151,1,174,1,192,201,1,other,0.25,0.870364257,0.464253815,0,1,2,1
14,12,34,2,1592,64,74,3,92,101,2,122,35,143,152,1,173,1,191,202,1,other,0.117647059,0.926158248,0.457762228,0,1,1,2
14,15,32,2,2186,65,74,1,92,101,4,121,33,141,151,1,172,1,191,201,1,other,0.161764706,0.893474194,0.591672353,0,1,2,1
11,18,32,2,4153,61,73,2,93,102,3,123,42,143,152,1,173,1,191,201,2,other,0.205882353,0.785242654,0.478968994,0,1,3,2
11,16,34,0,2625,61,75,2,93,103,4,122,43,141,151,1,173,1,192,201,2,other,0.176470588,0.869318807,0.628673996,0,1,2,2
14,20,34,0,3485,65,72,2,91,101,4,121,44,143,152,2,173,1,192,201,1,other,0.235294118,0.821998459,0.537790867,0,1,2,2
14,36,34,1,10477,65,75,2,93,101,4,124,42,143,153,2,173,1,191,201,1,other,0.470588235,0.437273027,0.649524576,0,2,3,2
14,15,32,3,1386,65,73,4,94,101,2,121,40,143,151,1,173,1,192,201,1,other,0.161764706,0.937493122,0.390559596,0,1,1,2
14,24,32,3,1278,61,75,4,93,101,1,121,36,143,152,1,174,1,192,201,1,other,0.294117647,0.943435677,0.486056432,0,1,1,2
11,12,32,3,1107,61,73,2,93,101,2,121,20,143,151,1,174,2,192,201,1,young,0.117647059,0.952844723,0.470479091,1,1,1,1
11,21,32,0,3763,65,74,2,93,102,2,121,24,143,152,1,172,1,191,202,1,young,0.25,0.806701882,0.467913528,1,1,2,1
12,36,32,6,3711,65,73,2,94,101,2,123,27,143,152,1,173,1,191,201,1,other,0.470588235,0.809563112,0.486229708,0,2,2,1
14,15,33,1,3594,61,72,1,92,101,2,122,46,143,152,2,172,1,191,201,1,other,0.161764706,0.81600088,0.43772383,0,1,2,2
12,9,32,0,3195,65,73,1,92,101,2,121,33,143,152,1,172,1,191,201,1,other,0.073529412,0.837955321,0.425392508,0,1,2,1
14,36,33,3,4454,61,73,4,92,101,4,121,34,143,152,2,173,1,191,201,1,other,0.470588235,0.768680533,0.556143027,0,2,3,1
12,24,34,2,4736,61,72,2,92,101,4,123,25,141,152,1,172,1,191,201,2,young,0.294117647,0.75316386,0.466160901,0,1,3,1
12,30,32,3,2991,65,75,2,92,101,4,123,25,143,152,1,173,1,191,201,1,young,0.382352941,0.849180147,0.663230962,0,2,2,1
14,11,32,9,2142,64,75,1,91,101,2,121,28,143,152,1,173,1,192,201,1,other,0.102941176,0.895895235,0.557923053,0,1,2,1
11,24,31,9,3161,61,73,4,93,101,2,122,31,143,151,1,173,1,192,201,2,other,0.294117647,0.839826125,0.397012795,0,1,2,1
12,48,30,10,18424,61,73,1,92,101,2,122,32,141,152,1,174,1,192,202,2,other,0.647058824,0.0,0.422708618,0,2,3,1
14,10,32,1,2848,62,73,1,93,102,2,121,32,143,152,1,173,2,191,201,1,other,0.088235294,0.857048531,0.454936526,0,1,2,1
11,6,32,0,14896,61,75,1,93,101,4,124,68,141,152,1,174,1,192,201,2,other,0.029411765,0.194123473,0.529960044,0,1,3,3
11,24,32,2,2359,62,71,1,91,101,1,122,33,143,152,1,173,1,191,201,2,other,0.294117647,0.883955101,0.358711209,0,1,2,1
11,24,32,2,3345,61,75,4,93,101,2,122,39,143,151,1,174,1,192,201,2,other,0.294117647,0.829701772,0.511408264,0,1,2,2
14,18,34,2,1817,61,73,4,92,101,2,124,28,143,152,2,173,1,191,201,1,other,0.205882353,0.913777925,0.440867028,0,1,1,1
14,48,33,3,12749,63,74,4,93,101,1,123,37,143,152,1,174,1,192,201,1,other,0.647058824,0.312259271,0.387780111,0,2,3,2
11,9,32,3,1366,61,72,3,92,101,4,122,22,143,151,1,173,1,191,201,2,young,0.073529412,0.938593595,0.451867846,1,1,1,1
12,12,32,0,2002,61,74,3,93,101,4,122,30,143,151,1,173,2,192,201,1,other,0.117647059,0.903598547,0.54658833,0,1,2,1
11,24,31,2,6872,61,72,2,91,101,1,122,55,141,152,1,173,1,192,201,2,other,0.294117647,0.635633322,0.328015684,0,1,3,3
11,12,31,0,697,61,72,4,93,101,2,123,46,141,152,2,173,1,192,201,2,other,0.117647059,0.975404424,0.389404927,0,1,1,2
11,18,34,2,1049,61,72,4,92,101,4,122,21,143,151,1,173,1,191,201,1,young,0.205882353,0.956036096,0.448729014,1,1,1,1
11,48,32,1,10297,61,74,4,93,101,4,124,39,142,153,3,173,2,192,201,2,other,0.647058824,0.447177286,0.622183462,0,2,3,2
14,30,32,3,1867,65,75,4,93,101,4,123,58,143,152,1,173,1,192,201,1,other,0.382352941,0.911026741,0.612721801,0,2,1,3
11,12,33,0,1344,61,73,4,93,101,2,121,43,143,152,2,172,2,191,201,1,other,0.117647059,0.939804116,0.406037428,0,1,1,2
11,24,32,2,1747,61,72,4,93,102,1,122,24,143,152,1,172,1,191,202,1,young,0.294117647,0.917629581,0.295208787,1,1,1,1
12,9,32,3,1670,61,72,4,92,101,2,123,22,143,152,1,173,1,192,201,2,young,0.073529412,0.921866403,0.324724803,1,1,1,1
14,9,34,0,1224,61,73,3,93,101,1,121,30,143,152,2,173,1,191,201,1,other,0.073529412,0.946406955,0.406809867,0,1,1,1
14,12,34,3,522,63,75,4,93,101,4,122,42,143,152,2,173,2,192,201,1,other,0.117647059,0.985033564,0.623754535,0,1,1,2
11,12,32,3,1498,61,73,4,92,101,1,123,23,141,152,1,173,1,191,201,1,young,0.117647059,0.931330472,0.334693494,1,1,1,1
12,30,33,3,1919,62,72,4,93,101,3,124,30,142,152,2,174,1,191,201,2,other,0.382352941,0.908165511,0.49591041,0,2,1,1
13,9,32,3,745,61,73,3,92,101,2,121,28,143,152,1,172,1,191,201,2,other,0.073529412,0.972763288,0.388457557,0,1,1,1
12,6,32,3,2063,61,72,4,94,101,3,123,30,143,151,1,174,1,192,201,1,other,0.029411765,0.900242104,0.382261185,0,1,2,1
12,60,32,6,6288,61,73,4,93,101,4,124,42,143,153,1,173,1,191,201,2,other,0.823529412,0.66776714,0.556520289,0,3,3,2
14,24,34,1,6842,65,73,2,93,101,4,122,46,143,152,2,174,2,192,201,1,other,0.294117647,0.637284032,0.584136747,0,1,3,2
14,12,32,0,3527,65,72,2,93,101,3,122,45,143,152,1,174,2,192,201,1,other,0.117647059,0.819687466,0.445705648,0,1,2,2
14,10,32,0,1546,61,73,3,93,101,2,121,31,143,152,1,172,2,191,202,1,other,0.088235294,0.928689336,0.38299373,0,1,1,1
14,24,32,2,929,65,74,4,93,101,2,123,31,142,152,1,173,1,192,201,1,other,0.294117647,0.962638935,0.466373318,0,1,1,1
14,4,34,0,1455,61,74,2,93,101,1,121,42,143,152,3,172,2,191,201,1,other,0.0,0.933696489,0.491540432,0,1,1,2
11,15,32,2,1845,61,72,4,92,103,1,122,46,143,151,1,173,1,191,201,1,other,0.161764706,0.912237262,0.292837575,0,1,1,2
12,48,30,0,8358,63,72,1,92,101,1,123,30,143,152,2,173,1,191,201,1,other,0.647058824,0.553868163,0.455986416,0,2,3,1
11,24,31,2,3349,63,72,4,93,101,4,124,30,143,153,1,173,2,192,201,2,other,0.294117647,0.829481677,0.441599874,0,1,2,1
14,12,32,0,2859,65,71,4,93,101,4,124,38,143,152,1,174,1,192,201,1,other,0.117647059,0.856443271,0.390528433,0,1,2,2
14,18,32,2,1533,61,72,4,94,102,1,122,43,143,152,1,172,2,191,201,2,other,0.205882353,0.929404644,0.280983627,0,1,1,2
14,24,32,3,3621,62,75,2,93,101,4,123,31,143,152,2,173,1,191,201,2,other,0.294117647,0.814515242,0.686877437,0,1,2,1
12,18,34,9,3590,61,71,3,94,101,3,123,40,143,152,3,171,2,192,201,1,other,0.205882353,0.816220975,0.407213022,0,1,2,2
11,36,33,9,2145,61,74,2,93,101,1,123,24,143,152,2,173,1,192,201,2,young,0.470588235,0.895730164,0.548772415,1,2,2,1
12,24,32,1,4113,63,72,3,92,101,4,123,28,143,151,1,173,1,191,201,2,other,0.294117647,0.787443601,0.464786589,0,1,3,1
14,36,32,2,10974,61,71,4,92,101,2,123,26,143,152,2,174,1,192,201,2,other,0.470588235,0.409926268,0.32660735,0,2,3,1
11,12,32,0,1893,61,73,4,92,103,4,122,29,143,152,1,173,1,192,201,1,other,0.117647059,0.909596126,0.470184779,0,1,1,1
11,24,34,3,1231,64,75,4,92,101,4,122,57,143,151,2,174,1,192,201,1,other,0.294117647,0.946021789,0.672584081,0,1,1,3
13,30,34,3,3656,65,75,4,93,101,4,122,49,142,152,2,172,1,191,201,1,other,0.382352941,0.812589413,0.617663694,0,2,2,2
12,9,34,3,1154,61,75,2,93,101,4,121,37,143,152,3,172,1,191,201,1,other,0.073529412,0.950258611,0.694348159,0,1,1,2
11,28,32,0,4006,61,73,3,93,101,2,123,45,143,152,1,172,1,191,201,2,other,0.352941176,0.793331132,0.407058414,0,2,3,2
12,24,32,2,3069,62,75,4,93,101,4,124,30,143,153,1,173,1,191,201,1,other,0.294117647,0.844888302,0.584001107,0,1,2,1
14,6,34,3,1740,61,75,2,94,101,2,121,30,143,151,2,173,1,191,201,1,other,0.029411765,0.918014746,0.563862297,0,1,1,1
12,21,33,0,2353,61,73,1,91,101,4,122,47,143,152,2,173,1,191,201,1,other,0.25,0.884285243,0.629634464,0,1,2,2
14,15,32,0,3556,65,73,3,93,101,2,124,29,143,152,1,173,1,191,201,1,other,0.161764706,0.818091779,0.399353145,0,1,2,1
14,24,32,3,2397,63,75,3,93,101,2,123,35,141,152,2,173,1,192,201,2,other,0.294117647,0.881864202,0.575376468,0,1,2,2
12,6,32,5,454,61,72,3,94,101,1,122,22,143,152,1,172,1,191,201,1,young,0.029411765,0.988775173,0.290205322,1,1,1,1
12,30,32,3,1715,65,73,4,92,101,1,123,26,143,152,1,173,1,191,201,1,other,0.382352941,0.919390338,0.38171968,0,2,1,1
12,27,34,3,2520,63,73,4,93,101,2,122,23,143,152,2,172,1,191,201,2,young,0.338235294,0.875096291,0.435038435,1,2,2,1
14,15,32,3,3568,61,75,4,92,101,2,123,54,141,151,1,174,1,192,201,1,other,0.161764706,0.817431496,0.484501619,0,1,2,3
14,42,32,3,7166,65,74,2,94,101,4,122,29,143,151,1,173,1,192,201,1,other,0.558823529,0.619456366,0.606811764,0,2,3,1
